Order_ID,Customer_ID,Product,Category,Quantity,Unit_Price,Purchase_Date,Total_Amount
1464,2099,Laptop,Electronics,3,15000,2023-12-20,45000
1465,2001,Charger,Accessories,2,,2023-10-13,
1466,2021,Keyboard,accessories,,20000,2023-04-26,
1467,2055,Mouse,Accessories,5,,2023-09-21,
1468,2006,Laptop,Electronics,1,15000,2023-05-30,15000
1469,2092,Tablet,ELECTRONICS,4,15000,2023-10-27,60000
1470,2081,Charger,Accessories,5,5000,2023-02-05,25000
1471,2069,Tablet,ELECTRONICS,1,5000,2023-11-29,5000
1472,2095,Mouse,Accessories,3,500,2023-10-14,1500
1473,2005,Headphones,accessories,5,1000,2023-10-30,5000
1474,,Charger,Accessories,1,,2023-11-07,
1475,2003,Headphones,accessories,4,,2023-07-27,
1476,2053,Mouse,Accessories,2,1000,2023-04-16,2000
1477,2023,Laptop,Electronics,5,5000,2023-06-07,25000
1478,,Mouse,Accessories,,500,2023-05-01,
1479,2053,Laptop,Electronics,5,1000,2023-02-24,5000
1480,2037,Charger,Accessories,3,500,2023-01-12,1500
1481,2074,Charger,Accessories,5,500,2023-05-25,2500
1482,2074,Monitor,Electronics,5,500,2023-05-16,2500
1483,2083,Tablet,ELECTRONICS,2,10000,2023-01-03,20000
1484,2017,Monitor,Electronics,5,15000,2023-05-24,75000
1485,2085,Tablet,ELECTRONICS,1,500,2023-01-30,500
1486,2078,Monitor,Electronics,3,10000,2023-08-25,30000
1487,2073,Headphones,accessories,2,5000,2023-10-06,10000
1488,,Charger,Accessories,1,1000,2023-12-14,1000
1489,2001,Laptop,Electronics,1,15000,2023-04-25,15000
1490,2051,Tablet,ELECTRONICS,4,20000,2023-04-14,80000
1491,2045,Mouse,Accessories,2,1000,2023-04-28,2000
1492,2077,Tablet,ELECTRONICS,4,15000,2023-01-05,60000
1493,2004,Laptop,Electronics,1,20000,2023-12-26,20000
1494,2062,Monitor,Electronics,2,1000,2023-09-05,2000
1495,2065,Tablet,ELECTRONICS,3,15000,2023-12-30,45000
1496,,Keyboard,accessories,4,1000,2023-11-17,4000
1497,2032,Lapptop,accessories,2,1000,2023-05-01,2000
1498,2034,Charger,Accessories,4,20000,2023-10-13,80000
1499,2092,,Electronics,5,1000,2023-05-29,5000
1500,2095,Charger,Accessories,4,1000,2023-03-25,4000
